1.000000000000000048e-04 1.009999832872819923e+02
1.020200000000000024e-04 1.030607899350262358e+02
1.040800000000000064e-04 1.051632450273901327e+02
1.061800000000000032e-04 1.073073979954828729e+02
1.083300000000000013e-04 1.095035158712989158e+02
1.105200000000000057e-04 1.117414421021337176e+02
1.127500000000000030e-04 1.140212292370496954e+02
1.150300000000000015e-04 1.163531608241964648e+02
1.173500000000000064e-04 1.187270705500494614e+02
1.197199999999999989e-04 1.211532534997544275e+02
1.221399999999999927e-04 1.236317807569369194e+02
1.246099999999999877e-04 1.261627249040460299e+02
1.271199999999999891e-04 1.287359057860234941e+02
1.296899999999999865e-04 1.313719023161099813e+02
1.323100000000000122e-04 1.340605423757172616e+02
1.349900000000000069e-04 1.368121744953736254e+02
1.377100000000000080e-04 1.396063442823748346e+02
1.404900000000000051e-04 1.424636788764078972e+02
1.433299999999999982e-04 1.453842783260053864e+02
1.462299999999999874e-04 1.483682448374144371e+02
1.491800000000000049e-04 1.514053844266682347e+02
1.522000000000000132e-04 1.545163942719549084e+02
1.552699999999999957e-04 1.576807800977496470e+02
1.584099999999999961e-04 1.609192675111119968e+02
1.616099999999999926e-04 1.642216651381657471e+02
1.648700000000000122e-04 1.675880881281907193e+02
1.681999999999999956e-04 1.710289901451785397e+02
1.715999999999999969e-04 1.745445109854191514e+02
1.750699999999999891e-04 1.781347933806312085e+02
1.786000000000000044e-04 1.817896258258111857e+02
1.822100000000000054e-04 1.855298640487766590e+02
1.858899999999999973e-04 1.893453094917003341e+02
1.896500000000000020e-04 1.932464958694127972e+02
1.934799999999999975e-04 1.972232166362826433e+02
1.973900000000000058e-04 2.012860272682030995e+02
2.013799999999999998e-04 2.054351153261149818e+02
2.054400000000000117e-04 2.096602613705707086e+02
2.095900000000000042e-04 2.139824739926249322e+02
2.138300000000000042e-04 2.184019771355751232e+02
2.181499999999999900e-04 2.229085633508132958e+02
2.225499999999999885e-04 2.275024398310057450e+02
2.270499999999999895e-04 2.322047256007951717e+02
2.316399999999999980e-04 2.370052272337579780e+02
2.363199999999999871e-04 2.419041923695334901e+02
2.410900000000000109e-04 2.469018734924562182e+02
2.459599999999999829e-04 2.520090197410136454e+02
2.509300000000000115e-04 2.572259230277003326e+02
2.559999999999999884e-04 2.625528812446078177e+02
2.611700000000000219e-04 2.679901982621845491e+02
2.664499999999999985e-04 2.735487166912445218e+02
2.718299999999999775e-04 2.792182410760074731e+02
2.773200000000000079e-04 2.850096482996608529e+02
2.829199999999999814e-04 2.909233002444359499e+02
2.886400000000000012e-04 2.969701431293820519e+02
2.944700000000000182e-04 3.031399994617496532e+02
3.004199999999999731e-04 3.094438541081390213e+02
3.064899999999999743e-04 3.158821348348099036e+02
3.126800000000000217e-04 3.224552780034217676e+02
3.189900000000000070e-04 3.291637285683451637e+02
3.254399999999999741e-04 3.360292413319954790e+02
3.320099999999999874e-04 3.430310295903857991e+02
3.387199999999999825e-04 3.501909198126739398e+02
3.455600000000000186e-04 3.574987837390684717e+02
3.525399999999999823e-04 3.649658585961125823e+02
3.596599999999999819e-04 3.725927295063595466e+02
3.669300000000000122e-04 3.803907267872263560e+02
3.743400000000000243e-04 3.883497549682841736e+02
3.819000000000000129e-04 3.964811984375198222e+02
3.896200000000000271e-04 4.047965147904237142e+02
3.974900000000000178e-04 4.132856487519793518e+02
4.055199999999999799e-04 4.219601173270510799e+02
4.137100000000000217e-04 4.308206893059858089e+02
4.220699999999999756e-04 4.398789923188164721e+02
4.306000000000000040e-04 4.491358766011598505e+02
4.392900000000000038e-04 4.585813315315085674e+02
4.481700000000000137e-04 4.682488757284014582e+02
4.572199999999999897e-04 4.781176906127157622e+02
4.664599999999999758e-04 4.882105604640485694e+02
4.758799999999999771e-04 4.985175838618563375e+02
4.854999999999999832e-04 5.090617147267302585e+02
4.952999999999999504e-04 5.198221234344746335e+02
5.053100000000000256e-04 5.308328931317588513e+02
5.155199999999999973e-04 5.420842497412822922e+02
5.259299999999999739e-04 5.535774130539401767e+02
5.365600000000000534e-04 5.653357706124842252e+02
5.473900000000000293e-04 5.773385316109272480e+02
5.584500000000000488e-04 5.896203361271245740e+02
5.697299999999999543e-04 6.021715644884037602e+02
5.812400000000000119e-04 6.150048587622248988e+02
5.929900000000000535e-04 6.281329830526647129e+02
6.049599999999999813e-04 6.415352027251807385e+02
6.171899999999999912e-04 6.552580190044213850e+02
6.296500000000000447e-04 6.692695551086759451e+02
6.423699999999999636e-04 6.836053677004711062e+02
6.553499999999999647e-04 6.982674277171670383e+02
6.685900000000000480e-04 7.132577457080519707e+02
6.821000000000000457e-04 7.285897338361207858e+02
6.958799999999999578e-04 7.442655639235076706e+02
7.099300000000000012e-04 7.602874503548007397e+02
7.242699999999999486e-04 7.766805419440211153e+02
7.389099999999999575e-04 7.934587874598034887e+02
7.538300000000000382e-04 8.106017889861452659e+02
7.690600000000000127e-04 8.281466340779945767e+02
7.845999999999999893e-04 8.460961280657869565e+02
8.004499999999999680e-04 8.644531319990094289e+02
8.166199999999999978e-04 8.832321921002044292e+02
8.331099999999999704e-04 9.024363786995487544e+02
8.499399999999999837e-04 9.220922126430997423e+02
8.671100000000000379e-04 9.422030864801888583e+02
8.846299999999999650e-04 9.627842238457221811e+02
9.024999999999999819e-04 9.838392563871965422e+02
9.207300000000000293e-04 1.005383722123461553e+03
9.393300000000000477e-04 1.027433376422511174e+03
9.583099999999999778e-04 1.050004198893035891e+03
9.776699999999999280e-04 1.073100451374577460e+03
9.974199999999999473e-04 1.096738465903218639e+03
1.017600000000000015e-03 1.120970899962523845e+03
1.038099999999999917e-03 1.145670116430025473e+03
1.059100000000000102e-03 1.171057954061512419e+03
1.080500000000000080e-03 1.197019077384162529e+03
1.102300000000000068e-03 1.223558520555525547e+03
1.124599999999999905e-03 1.250803802168169796e+03
1.147299999999999969e-03 1.278638632984945616e+03
1.170500000000000099e-03 1.307191637286891819e+03
1.194100000000000023e-03 1.336345853530095383e+03
1.218200000000000012e-03 1.366231044132458692e+03
1.242899999999999908e-03 1.396978992200857192e+03
1.268000000000000030e-03 1.428347928895803079e+03
1.293600000000000002e-03 1.460469427145561895e+03
1.319700000000000040e-03 1.493350952496195305e+03
1.346399999999999984e-03 1.527126868379178177e+03
1.373599999999999995e-03 1.561679212684929780e+03
1.401300000000000072e-03 1.597015881866606833e+03
1.429600000000000055e-03 1.633273298953799895e+03
1.458499999999999944e-03 1.670461315444076718e+03
1.487999999999999956e-03 1.708589974585041318e+03
1.518000000000000035e-03 1.747539384429154552e+03
1.548700000000000077e-03 1.787579618632670190e+03
1.580000000000000024e-03 1.828591749230518872e+03
