    0.10000E-03    0.13818E+03
    0.10202E-03    0.14087E+03
    0.10408E-03    0.14360E+03
    0.10618E-03    0.14639E+03
    0.10833E-03    0.14923E+03
    0.11052E-03    0.15213E+03
    0.11275E-03    0.15508E+03
    0.11503E-03    0.15809E+03
    0.11735E-03    0.16116E+03
    0.11972E-03    0.16429E+03
    0.12214E-03    0.16748E+03
    0.12461E-03    0.17073E+03
    0.12712E-03    0.17404E+03
    0.12969E-03    0.17742E+03
    0.13231E-03    0.18087E+03
    0.13499E-03    0.18438E+03
    0.13771E-03    0.18796E+03
    0.14049E-03    0.19160E+03
    0.14333E-03    0.19532E+03
    0.14623E-03    0.19911E+03
    0.14918E-03    0.20298E+03
    0.15220E-03    0.20691E+03
    0.15527E-03    0.21093E+03
    0.15841E-03    0.21502E+03
    0.16161E-03    0.21919E+03
    0.16487E-03    0.22345E+03
    0.16820E-03    0.22778E+03
    0.17160E-03    0.23220E+03
    0.17507E-03    0.23671E+03
    0.17860E-03    0.24130E+03
    0.18221E-03    0.24598E+03
    0.18589E-03    0.25075E+03
    0.18965E-03    0.25561E+03
    0.19348E-03    0.26057E+03
    0.19739E-03    0.26562E+03
    0.20138E-03    0.27077E+03
    0.20544E-03    0.27602E+03
    0.20959E-03    0.28138E+03
    0.21383E-03    0.28683E+03
    0.21815E-03    0.29239E+03
    0.22255E-03    0.29806E+03
    0.22705E-03    0.30384E+03
    0.23164E-03    0.30973E+03
    0.23632E-03    0.31573E+03
    0.24109E-03    0.32185E+03
    0.24596E-03    0.32808E+03
    0.25093E-03    0.33444E+03
    0.25600E-03    0.34092E+03
    0.26117E-03    0.34752E+03
    0.26645E-03    0.35425E+03
    0.27183E-03    0.36111E+03
    0.27732E-03    0.36810E+03
    0.28292E-03    0.37523E+03
    0.28864E-03    0.38249E+03
    0.29447E-03    0.38989E+03
    0.30042E-03    0.39744E+03
    0.30649E-03    0.40513E+03
    0.31268E-03    0.41297E+03
    0.31899E-03    0.42095E+03
    0.32544E-03    0.42910E+03
    0.33201E-03    0.43739E+03
    0.33872E-03    0.44585E+03
    0.34556E-03    0.45447E+03
    0.35254E-03    0.46325E+03
    0.35966E-03    0.47220E+03
    0.36693E-03    0.48132E+03
    0.37434E-03    0.49062E+03
    0.38190E-03    0.50009E+03
    0.38962E-03    0.50975E+03
    0.39749E-03    0.51958E+03
    0.40552E-03    0.52961E+03
    0.41371E-03    0.53983E+03
    0.42207E-03    0.55024E+03
    0.43060E-03    0.56085E+03
    0.43929E-03    0.57166E+03
    0.44817E-03    0.58267E+03
    0.45722E-03    0.59389E+03
    0.46646E-03    0.60533E+03
    0.47588E-03    0.61698E+03
    0.48550E-03    0.62885E+03
    0.49530E-03    0.64095E+03
    0.50531E-03    0.65328E+03
    0.51552E-03    0.66583E+03
    0.52593E-03    0.67863E+03
    0.53656E-03    0.69166E+03
    0.54739E-03    0.70494E+03
    0.55845E-03    0.71847E+03
    0.56973E-03    0.73225E+03
    0.58124E-03    0.74629E+03
    0.59299E-03    0.76059E+03
    0.60496E-03    0.77515E+03
    0.61719E-03    0.78999E+03
    0.62965E-03    0.80511E+03
    0.64237E-03    0.82050E+03
    0.65535E-03    0.83618E+03
    0.66859E-03    0.85215E+03
    0.68210E-03    0.86842E+03
    0.69588E-03    0.88498E+03
    0.70993E-03    0.90185E+03
    0.72427E-03    0.91903E+03
    0.73891E-03    0.93653E+03
    0.75383E-03    0.95435E+03
    0.76906E-03    0.97249E+03
    0.78460E-03    0.99096E+03
    0.80045E-03    0.10098E+04
    0.81662E-03    0.10289E+04
    0.83311E-03    0.10484E+04
    0.84994E-03    0.10683E+04
    0.86711E-03    0.10885E+04
    0.88463E-03    0.11090E+04
    0.90250E-03    0.11300E+04
    0.92073E-03    0.11513E+04
    0.93933E-03    0.11730E+04
    0.95831E-03    0.11951E+04
    0.97767E-03    0.12175E+04
    0.99742E-03    0.12404E+04
    0.10176E-02    0.12637E+04
    0.10381E-02    0.12874E+04
    0.10591E-02    0.13115E+04
    0.10805E-02    0.13360E+04
    0.11023E-02    0.13609E+04
    0.11246E-02    0.13863E+04
    0.11473E-02    0.14122E+04
    0.11705E-02    0.14384E+04
    0.11941E-02    0.14651E+04
    0.12182E-02    0.14923E+04
    0.12429E-02    0.15200E+04
    0.12680E-02    0.15481E+04
    0.12936E-02    0.15767E+04
    0.13197E-02    0.16057E+04
    0.13464E-02    0.16353E+04
    0.13736E-02    0.16653E+04
    0.14013E-02    0.16959E+04
    0.14296E-02    0.17269E+04
    0.14585E-02    0.17585E+04
    0.14880E-02    0.17906E+04
    0.15180E-02    0.18232E+04
    0.15487E-02    0.18563E+04
    0.15800E-02    0.18900E+04
    0.16119E-02    0.19242E+04
    0.16445E-02    0.19590E+04
    0.16777E-02    0.19943E+04
    0.17116E-02    0.20302E+04
    0.17462E-02    0.20666E+04
    0.17814E-02    0.21036E+04
    0.18174E-02    0.21411E+04
    0.18541E-02    0.21793E+04
    0.18916E-02    0.22180E+04
    0.19298E-02    0.22573E+04
    0.19688E-02    0.22972E+04
    0.20086E-02    0.23377E+04
    0.20491E-02    0.23788E+04
    0.20905E-02    0.24204E+04
    0.21328E-02    0.24627E+04
    0.21758E-02    0.25056E+04
    0.22198E-02    0.25491E+04
    0.22646E-02    0.25933E+04
    0.23104E-02    0.26380E+04
    0.23571E-02    0.26834E+04
    0.24047E-02    0.27293E+04
    0.24533E-02    0.27759E+04
    0.25028E-02    0.28232E+04
    0.25534E-02    0.28710E+04
    0.26050E-02    0.29195E+04
    0.26576E-02    0.29686E+04
    0.27113E-02    0.30183E+04
    0.27660E-02    0.30687E+04
    0.28219E-02    0.31196E+04
    0.28789E-02    0.31712E+04
    0.29371E-02    0.32235E+04
    0.29964E-02    0.32763E+04
    0.30569E-02    0.33298E+04
    0.31187E-02    0.33839E+04
    0.31817E-02    0.34385E+04
    0.32460E-02    0.34938E+04
    0.33115E-02    0.35497E+04
    0.33784E-02    0.36062E+04
    0.34467E-02    0.36633E+04
    0.35163E-02    0.37210E+04
    0.35874E-02    0.37792E+04
    0.36598E-02    0.38381E+04
    0.37338E-02    0.38975E+04
    0.38092E-02    0.39574E+04
    0.38861E-02    0.40179E+04
    0.39646E-02    0.40789E+04
    0.40447E-02    0.41404E+04
    0.41264E-02    0.42025E+04
    0.42098E-02    0.42651E+04
    0.42948E-02    0.43281E+04
    0.43816E-02    0.43916E+04
    0.44701E-02    0.44556E+04
    0.45604E-02    0.45200E+04
    0.46525E-02    0.45849E+04
    0.47465E-02    0.46501E+04
    0.48424E-02    0.47158E+04
    0.49402E-02    0.47818E+04
    0.50400E-02    0.48482E+04
    0.51419E-02    0.49149E+04
    0.52457E-02    0.49819E+04
    0.53517E-02    0.50491E+04
    0.54598E-02    0.51167E+04
    0.55701E-02    0.51844E+04
    0.56826E-02    0.52524E+04
    0.57974E-02    0.53205E+04
    0.59145E-02    0.53889E+04
    0.60340E-02    0.54574E+04
    0.61559E-02    0.55259E+04
    0.62803E-02    0.55944E+04
    0.64072E-02    0.56630E+04
    0.65366E-02    0.57315E+04
    0.66686E-02    0.57999E+04
    0.68033E-02    0.58682E+04
    0.69408E-02    0.59364E+04
    0.70810E-02    0.60045E+04
    0.72240E-02    0.60722E+04
    0.73700E-02    0.61397E+04
    0.75189E-02    0.62070E+04
    0.76708E-02    0.62738E+04
    0.78257E-02    0.63401E+04
    0.79838E-02    0.64059E+04
    0.81451E-02    0.64713E+04
    0.83096E-02    0.65362E+04
    0.84775E-02    0.66004E+04
    0.86488E-02    0.66639E+04
    0.88235E-02    0.67267E+04
    0.90017E-02    0.67887E+04
    0.91836E-02    0.68498E+04
    0.93691E-02    0.69100E+04
    0.95583E-02    0.69693E+04
    0.97514E-02    0.70275E+04
    0.99484E-02    0.70845E+04
    0.10149E-01    0.71403E+04
    0.10354E-01    0.71949E+04
    0.10564E-01    0.72482E+04
    0.10777E-01    0.73000E+04
    0.10995E-01    0.73504E+04
    0.11217E-01    0.73991E+04
    0.11443E-01    0.74463E+04
    0.11675E-01    0.74917E+04
    0.11910E-01    0.75353E+04
    0.12151E-01    0.75771E+04
    0.12397E-01    0.76168E+04
    0.12647E-01    0.76546E+04
    0.12902E-01    0.76902E+04
    0.13163E-01    0.77236E+04
    0.13429E-01    0.77547E+04
    0.13700E-01    0.77834E+04
    0.13977E-01    0.78096E+04
    0.14259E-01    0.78333E+04
    0.14547E-01    0.78544E+04
    0.14841E-01    0.78727E+04
    0.15141E-01    0.78882E+04
    0.15447E-01    0.79008E+04
    0.15759E-01    0.79105E+04
    0.16077E-01    0.79171E+04
    0.16402E-01    0.79206E+04
    0.16734E-01    0.79209E+04
    0.17072E-01    0.79179E+04
    0.17416E-01    0.79116E+04
    0.17768E-01    0.79019E+04
    0.18127E-01    0.78888E+04
    0.18493E-01    0.78721E+04
    0.18867E-01    0.78518E+04
    0.19248E-01    0.78280E+04
    0.19637E-01    0.78005E+04
    0.20034E-01    0.77693E+04
    0.20438E-01    0.77344E+04
    0.20851E-01    0.76958E+04
    0.21272E-01    0.76535E+04
    0.21702E-01    0.76074E+04
    0.22141E-01    0.75576E+04
    0.22588E-01    0.75042E+04
    0.23044E-01    0.74470E+04
    0.23510E-01    0.73863E+04
    0.23985E-01    0.73219E+04
    0.24469E-01    0.72541E+04
    0.24964E-01    0.71829E+04
    0.25468E-01    0.71083E+04
    0.25982E-01    0.70305E+04
    0.26507E-01    0.69496E+04
    0.27043E-01    0.68657E+04
    0.27589E-01    0.67791E+04
    0.28146E-01    0.66897E+04
    0.28715E-01    0.65980E+04
    0.29295E-01    0.65039E+04
    0.29887E-01    0.64077E+04
    0.30490E-01    0.63097E+04
    0.31106E-01    0.62101E+04
    0.31735E-01    0.61091E+04
    0.32376E-01    0.60070E+04
    0.33030E-01    0.59040E+04
    0.33697E-01    0.58004E+04
    0.34378E-01    0.56965E+04
    0.35072E-01    0.55925E+04
    0.35781E-01    0.54889E+04
    0.36504E-01    0.53858E+04
    0.37241E-01    0.52833E+04
    0.37993E-01    0.51813E+04
    0.38761E-01    0.50800E+04
    0.39544E-01    0.49801E+04
    0.40343E-01    0.48823E+04
    0.41158E-01    0.47867E+04
    0.41989E-01    0.46935E+04
    0.42838E-01    0.46031E+04
    0.43703E-01    0.45156E+04
    0.44586E-01    0.44312E+04
    0.45486E-01    0.43500E+04
    0.46405E-01    0.42721E+04
    0.47343E-01    0.41974E+04
    0.48299E-01    0.41260E+04
    0.49275E-01    0.40576E+04
    0.50270E-01    0.39923E+04
    0.51286E-01    0.39297E+04
    0.52322E-01    0.38698E+04
    0.53379E-01    0.38122E+04
    0.54457E-01    0.37567E+04
    0.55557E-01    0.37033E+04
    0.56680E-01    0.36513E+04
    0.57825E-01    0.36003E+04
    0.58993E-01    0.35519E+04
    0.60184E-01    0.35061E+04
    0.61400E-01    0.34606E+04
    0.62641E-01    0.34135E+04
    0.63906E-01    0.33651E+04
    0.65197E-01    0.33162E+04
    0.66514E-01    0.32662E+04
    0.67858E-01    0.32142E+04
    0.69229E-01    0.31596E+04
    0.70627E-01    0.31020E+04
    0.72054E-01    0.30412E+04
    0.73510E-01    0.29768E+04
    0.74994E-01    0.29088E+04
    0.76509E-01    0.28371E+04
    0.78055E-01    0.27620E+04
    0.79632E-01    0.26840E+04
    0.81241E-01    0.26035E+04
    0.82882E-01    0.25213E+04
    0.84556E-01    0.24379E+04
    0.86264E-01    0.23543E+04
    0.88007E-01    0.22710E+04
    0.89785E-01    0.21890E+04
    0.91598E-01    0.21088E+04
    0.93449E-01    0.20312E+04
    0.95337E-01    0.19568E+04
    0.97263E-01    0.18861E+04
    0.99227E-01    0.18198E+04
    0.10123E+00    0.17583E+04
    0.10328E+00    0.17020E+04
    0.10536E+00    0.16509E+04
    0.10749E+00    0.16052E+04
    0.10966E+00    0.15645E+04
    0.11188E+00    0.15285E+04
    0.11414E+00    0.14966E+04
    0.11644E+00    0.14680E+04
    0.11880E+00    0.14417E+04
    0.12120E+00    0.14167E+04
    0.12365E+00    0.13919E+04
    0.12614E+00    0.13662E+04
    0.12869E+00    0.13384E+04
    0.13129E+00    0.13078E+04
    0.13394E+00    0.12737E+04
    0.13665E+00    0.12361E+04
    0.13941E+00    0.11951E+04
    0.14223E+00    0.11513E+04
    0.14510E+00    0.11057E+04
    0.14803E+00    0.10592E+04
    0.15102E+00    0.10129E+04
    0.15407E+00    0.96767E+03
    0.15718E+00    0.92467E+03
    0.16036E+00    0.88482E+03
    0.16360E+00    0.84897E+03
    0.16690E+00    0.81761E+03
    0.17028E+00    0.79081E+03
    0.17371E+00    0.76812E+03
    0.17722E+00    0.74868E+03
    0.18080E+00    0.73144E+03
    0.18446E+00    0.71526E+03
    0.18818E+00    0.69911E+03
    0.19198E+00    0.68203E+03
    0.19586E+00    0.66321E+03
    0.19982E+00    0.64216E+03
    0.20386E+00    0.61881E+03
    0.20797E+00    0.59366E+03
    0.21218E+00    0.56756E+03
    0.21646E+00    0.54158E+03
    0.22083E+00    0.51672E+03
    0.22530E+00    0.49384E+03
    0.22985E+00    0.47357E+03
    0.23449E+00    0.45611E+03
    0.23923E+00    0.44122E+03
    0.24406E+00    0.42830E+03
    0.24899E+00    0.41639E+03
    0.25402E+00    0.40464E+03
    0.25915E+00    0.39227E+03
    0.26439E+00    0.37887E+03
    0.26973E+00    0.36433E+03
    0.27518E+00    0.34903E+03
    0.28074E+00    0.33357E+03
    0.28641E+00    0.31867E+03
    0.29219E+00    0.30498E+03
    0.29810E+00    0.29277E+03
    0.30412E+00    0.28204E+03
    0.31026E+00    0.27243E+03
    0.31653E+00    0.26342E+03
    0.32292E+00    0.25450E+03
    0.32945E+00    0.24524E+03
    0.33610E+00    0.23558E+03
    0.34289E+00    0.22566E+03
    0.34982E+00    0.21589E+03
    0.35689E+00    0.20669E+03
    0.36409E+00    0.19824E+03
    0.37145E+00    0.19058E+03
    0.37895E+00    0.18349E+03
    0.38661E+00    0.17669E+03
    0.39442E+00    0.16994E+03
    0.40239E+00    0.16310E+03
    0.41052E+00    0.15628E+03
    0.41881E+00    0.14964E+03
    0.42727E+00    0.14337E+03
    0.43590E+00    0.13755E+03
    0.44471E+00    0.13209E+03
    0.45369E+00    0.12687E+03
    0.46286E+00    0.12176E+03
    0.47221E+00    0.11671E+03
    0.48174E+00    0.11180E+03
    0.49148E+00    0.10709E+03
    0.50141E+00    0.10262E+03
    0.51153E+00    0.98403E+02
    0.52187E+00    0.94354E+02
    0.53241E+00    0.90428E+02
    0.54317E+00    0.86618E+02
    0.55414E+00    0.82938E+02
    0.56533E+00    0.79422E+02
    0.57675E+00    0.76075E+02
    0.58840E+00    0.72867E+02
    0.60029E+00    0.69778E+02
    0.61242E+00    0.66801E+02
    0.62479E+00    0.63936E+02
    0.63741E+00    0.61194E+02
    0.65029E+00    0.58573E+02
    0.66342E+00    0.56059E+02
    0.67683E+00    0.53646E+02
    0.69050E+00    0.51329E+02
    0.70445E+00    0.49107E+02
    0.71868E+00    0.46974E+02
    0.73320E+00    0.44929E+02
    0.74801E+00    0.42967E+02
    0.76312E+00    0.41087E+02
    0.77854E+00    0.39285E+02
    0.79426E+00    0.37559E+02
    0.81031E+00    0.35905E+02
    0.82668E+00    0.34320E+02
    0.84338E+00    0.32803E+02
    0.86041E+00    0.31350E+02
    0.87780E+00    0.29959E+02
    0.89553E+00    0.28628E+02
    0.91362E+00    0.27353E+02
    0.93208E+00    0.26132E+02
    0.95091E+00    0.24964E+02
    0.97011E+00    0.23846E+02
    0.98971E+00    0.22776E+02
    0.10097E+01    0.21752E+02
    0.10301E+01    0.20773E+02
    0.10509E+01    0.19835E+02
    0.10721E+01    0.18939E+02
    0.10938E+01    0.18081E+02
    0.11159E+01    0.17261E+02
    0.11384E+01    0.16476E+02
    0.11614E+01    0.15726E+02
    0.11849E+01    0.15009E+02
    0.12088E+01    0.14323E+02
    0.12333E+01    0.13667E+02
    0.12582E+01    0.13041E+02
    0.12836E+01    0.12442E+02
    0.13095E+01    0.11870E+02
    0.13360E+01    0.11323E+02
    0.13630E+01    0.10801E+02
